#V3.30
#C data file created using the SS_writedat function in the R package r4ss
#C file write time: 2024-03-28 12:06:53.544313
#
1997 #_styr
2023 #_endyr
1 #_nseas
12 #_months_per_seas
2 #_Nsubseasons
1 #_spawn_month
1 #_Nsexes
30 #_Nages
1 #_N_areas
3 #_Nfleets
#_fleetinfo
#_type	surveytiming	area	units	need_catch_mult	fleetname
-1	1e-07	0	5	1	2	0.01	#_Acoustic
-1	1e-07	0	5	1	3	0.01	#_IBTS    
22 #_N_lbins
#_lbin_vector
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 #_lbin_vector
#
#_lencomp
#_Yr	Seas	FltSvy	Gender	Part	Nsamp	l1	l2	l3	l4	l5	l6	l7	l8	l9	l10	l11	l12	l13	l14	l15	l16	l17	l18	l19	l20	l21	l22
 2002	 7	1	0	0	 10	0	    0	     0	     0	     0	     0	     0	0.0399	0.2324	0.1409	0.1786	0.1586	0.1197	0.0836	0.0463	     0	     0	     0	    0	    0	    0	    0	#_1         
 2003	 7	1	0	0	 10	0	    0	     0	     0	 1e-04	 1e-04	 5e-04	0.0087	0.0154	0.0413	0.0593	0.1342	0.3205	 0.276	0.1245	0.0192	 2e-04	     0	    0	    0	    0	    0	#_2         
 2004	 7	1	0	0	 10	0	    0	     0	0.0247	0.0263	0.0099	0.0065	0.0029	0.0058	0.0126	 0.079	 0.164	0.1897	0.2159	0.1655	0.0887	0.0085	     0	    0	    0	    0	    0	#_3         
 2005	 7	1	0	0	 10	0	    0	0.0033	0.0155	0.0211	0.0218	0.0099	0.0158	0.0816	 0.043	 0.027	0.1434	0.2251	0.2189	0.1278	0.0382	 0.006	0.0015	2e-04	    0	    0	    0	#_4         
 2006	 7	1	0	0	 10	0	    0	     0	     0	     0	     0	0.0045	0.0513	0.0766	0.0671	0.0573	0.0763	0.1196	0.2987	0.2263	0.0212	 0.001	     0	    0	    0	    0	    0	#_5         
 2007	 7	1	0	0	 10	0	    0	     0	     0	     0	     0	     0	     0	0.0045	0.0266	0.2109	0.1101	0.1883	0.2566	 0.147	 0.047	0.0075	0.0015	    0	    0	    0	    0	#_6         
 2008	 7	1	0	0	 10	0	    0	     0	     0	     0	 1e-04	 2e-04	 1e-04	0.0176	 0.083	 0.222	  0.31	0.1519	0.0812	0.0892	0.0366	0.0079	 1e-04	    0	    0	    0	    0	#_7         
 2009	 7	1	0	0	  9	0	    0	     0	     0	     0	     0	 5e-04	0.0117	0.0644	0.2186	0.2773	0.2113	0.1184	0.0575	0.0313	0.0085	 3e-04	 1e-04	    0	    0	    0	    0	#_8         
 2010	 7	1	0	0	 50	0	    0	     0	 1e-04	 1e-04	 2e-04	 8e-04	 6e-04	0.0033	0.0357	0.2228	0.3481	0.1876	 0.114	0.0714	0.0136	0.0013	 4e-04	1e-04	    0	    0	    0	#_9         
 2011	 7	1	0	0	 11	0	    0	     0	     0	 1e-04	     0	     0	0.0017	0.0106	0.0632	0.2082	0.3376	0.2059	0.0982	0.0522	0.0182	0.0035	 5e-04	2e-04	    0	    0	    0	#_10        
 2012	 7	1	0	0	 50	0	    0	     0	     0	     0	     0	 2e-04	 2e-04	0.0022	0.0196	 0.067	0.3435	0.3376	0.1588	0.0492	0.0203	0.0012	 1e-04	    0	    0	    0	    0	#_11        
 2013	 7	1	0	0	 50	0	1e-04	     0	     0	     0	     0	     0	 7e-04	0.0333	0.0974	0.0239	0.1888	0.3708	0.2039	0.0651	 0.014	0.0013	 5e-04	    0	    0	    0	    0	#_12        
 2014	 7	1	0	0	 43	0	    0	     0	     0	     0	     0	     0	0.0014	0.0129	0.1379	0.1877	0.1661	0.2662	0.1658	0.0524	 0.008	0.0015	 1e-04	    0	1e-04	1e-04	1e-04	#_13        
 2015	 7	1	0	0	 31	0	    0	     0	 1e-04	0.0096	0.0049	0.0426	 0.273	0.0247	0.0082	0.0646	 0.148	0.2045	0.1576	0.0483	0.0117	0.0014	 5e-04	2e-04	    0	    0	    0	#_14        
 2016	 7	1	0	0	 27	0	    0	     0	     0	 3e-04	0.0021	0.0122	0.0782	0.1174	0.1462	0.0484	0.1729	0.2218	0.1542	0.0415	0.0032	 6e-04	 4e-04	2e-04	2e-04	1e-04	1e-04	#_15        
 2017	 7	1	0	0	 41	0	    0	     0	     0	 1e-04	0.0061	0.0459	0.0317	0.0258	 0.171	0.1546	0.1454	0.2289	0.1467	0.0379	0.0048	 6e-04	 2e-04	1e-04	    0	    0	    0	#_16        
 2018	 7	1	0	0	 37	0	    0	     0	     0	     0	 4e-04	0.0135	0.0395	0.0381	0.0412	0.1356	0.1629	0.2289	0.2195	0.0971	0.0211	0.0018	 1e-04	    0	    0	    0	    0	#_17        
 2019	 7	1	0	0	 18	0	    0	 5e-04	 0.001	 5e-04	0.1947	 0.375	0.2543	0.0242	 0.014	0.0213	 0.033	 0.038	0.0326	0.0092	0.0013	 2e-04	 1e-04	    0	    0	    0	    0	#_18        
 2020	 7	1	0	0	 22	0	    0	     0	     0	0.0029	0.1235	0.3035	0.0967	0.2245	0.1659	0.0141	0.0055	 0.019	 0.022	0.0182	0.0034	 8e-04	     0	    0	    0	    0	    0	#_19        
 2021	 7	1	0	0	 17	0	    0	     0	     0	 0.001	0.0114	0.0502	0.0923	0.3268	0.3047	0.1311	0.0304	0.0171	  0.02	0.0121	0.0026	 2e-04	     0	    0	    0	    0	    0	#_20        
 2022	 7	1	0	0	 20	0	    0	     0	     0	     0	0.0071	0.0494	0.0514	0.2018	0.3736	0.2137	0.0459	0.0136	0.0211	0.0199	0.0023	 2e-04	     0	    0	    0	    0	    0	#_21        
 #2011	 6	2	0	0	 16	0	    0	     0	     0	     0	     0	 5e-04	 7e-04	0.0031	0.0126	0.0612	0.2751	0.3023	0.1806	0.1002	0.0551	0.0086	 1e-04	    0	    0	    0	    0	#_22        
 #2012	 6	2	0	0	 23	0	    0	     0	     0	     0	 1e-04	 5e-04	     0	0.0135	0.0388	0.0296	0.1671	0.3432	0.2593	0.1001	0.0408	0.0066	 3e-04	    0	    0	    0	    0	#_23        
 #2013	 6	2	0	0	 18	0	    0	     0	     0	     0	     0	     0	 2e-04	0.0437	 0.112	 0.036	0.1289	0.2951	0.2455	0.1023	0.0316	0.0047	     0	    0	    0	    0	    0	#_24        
 #2014	 6	2	0	0	 11	0	    0	     0	     0	     0	     0	 9e-04	0.0018	0.0057	0.0264	0.0863	0.1064	0.2608	0.2893	0.1637	0.0492	0.0094	     0	    0	    0	    0	    0	#_25        
 #2015	 6	2	0	0	 17	0	    0	     0	     0	     0	0.1589	0.4088	0.0338	0.0012	0.0015	0.0107	 0.048	0.0933	0.1222	0.0765	0.0347	0.0089	0.0016	    0	    0	    0	    0	#_26        
 #2016	 6	2	0	0	 12	0	    0	     0	     0	     0	     0	0.0085	0.0316	0.0709	0.0723	0.0095	0.0685	0.1597	 0.266	0.2239	0.0739	0.0133	0.0018	    0	    0	    0	    0	#_27        
 #2017	 6	2	0	0	 19	0	    0	     0	     0	 7e-04	  0.01	0.0317	0.0137	0.0192	0.0765	0.1185	0.0843	0.1816	0.2375	0.1642	0.0543	0.0075	 3e-04	    0	    0	    0	    0	#_28        
 #2018	 6	2	0	0	 21	0	    0	     0	     0	0.0057	0.0058	0.0118	0.0173	0.0177	0.0144	0.0748	0.0915	0.1525	0.2825	0.2355	0.0817	0.0085	     0	1e-04	3e-04	    0	    0	#_29        
 #2019	 6	2	0	0	 19	0	    0	     0	0.0018	0.0605	0.1138	0.1895	0.0401	0.0085	0.0202	0.0382	 0.074	0.1067	0.1543	0.1219	0.0616	0.0087	     0	    0	    0	    0	    0	#_30        
 #2020	 6	2	0	0	 14	0	    0	     0	 0.006	0.1042	0.0574	0.0405	0.1246	0.0753	0.0115	0.0227	0.0863	0.1267	0.1796	 0.132	0.0301	0.0032	     0	    0	    0	    0	    0	#_31        
 #2021	 6	2	0	0	 36	0	    0	 1e-04	0.0071	0.2088	 0.363	0.0366	0.1142	 0.065	0.0665	0.0404	0.0106	0.0191	0.0311	0.0246	0.0112	0.0017	 1e-04	    0	    0	    0	    0	#_32        
 #2022	 6	2	0	0	 27	0	    0	     0	     0	0.0019	0.0138	0.0797	0.2998	0.1908	0.1901	0.1387	0.0381	0.0173	0.0154	0.0108	0.0033	 3e-04	     0	    0	    0	    0	    0	#_33        
 #2023	 6	2	0	0	 29	0	    0	     0	     0	     0	 7e-04	 5e-04	0.0262	0.1829	0.2741	0.2753	0.1288	0.0367	0.0347	0.0255	0.0118	0.0027	     0	    0	    0	    0	    0	#_34        
 2003	11	3	0	0	 15	0	    0	0.0083	0.0052	 2e-04	0.0011	0.0054	0.0124	0.0524	0.1495	0.1777	 0.153	0.1814	0.1502	0.0827	0.0188	0.0013	 3e-04	    0	    0	    0	    0	#_35        
 2004	11	3	0	0	 15	0	3e-04	0.0012	0.0052	0.0042	0.0304	0.0646	0.0316	0.0179	0.0156	0.0409	0.1399	0.2103	0.2123	0.1703	0.0515	0.0038	 1e-04	    0	    0	    0	    0	#_36        
 2005	11	3	0	0	 17	0	3e-04	0.0067	0.0095	0.0114	0.0121	0.0321	0.0282	 0.015	0.0234	 0.034	0.1547	 0.262	0.2255	0.1445	0.0349	 0.005	 7e-04	    0	    0	    0	    0	#_37        
 2006	11	3	0	0	 19	0	4e-04	0.0015	0.0013	 7e-04	0.0758	0.1979	0.0695	0.0238	0.0249	0.0375	0.0463	0.1215	0.1921	0.1439	 0.052	0.0092	0.0018	    0	    0	    0	    0	#_38        
 2007	11	3	0	0	 19	0	2e-04	 7e-04	0.0013	 0.001	0.0146	0.0908	0.3979	0.1927	0.0219	0.0262	0.0295	0.0523	0.0855	 0.064	0.0197	0.0017	     0	    0	    0	    0	    0	#_39        
 2008	11	3	0	0	 19	0	    0	 6e-04	0.0031	 9e-04	 0.007	0.0619	0.2832	0.1899	0.1828	0.0868	 0.057	0.0374	0.0425	  0.03	0.0141	0.0026	 1e-04	    0	    0	    0	    0	#_40        
 2009	11	3	0	0        18	0	2e-04	0.0016	0.0023	 6e-04	0.0243	0.1364	0.2275	0.0346	0.0293	0.1061	0.1209	 0.095	0.1217	0.0849	0.0139	 8e-04	     0	    0	    0	    0	    0	#_41        
 2010	11	3	0	0	 18	0	2e-04	0.0012	 2e-04	 8e-04	0.0399	0.1352	0.1476	 0.055	 0.028	0.0931	0.1939	0.1408	0.1066	0.0487	0.0075	0.0012	     0	    0	    0	    0	    0	#_42        
 2011	11	3	0	0	 18	0	2e-04	 0.001	 8e-04	 2e-04	0.0097	0.0224	0.0235	0.0362	0.0765	0.0764	0.1679	0.2369	0.1794	0.1088	0.0526	0.0058	0.0017	1e-04	    0	    0	    0	#_43        
 2012	11	3	0	0	 19	0	1e-04	 0.001	0.0017	0.0024	 0.035	0.1053	0.0775	0.0191	0.0388	0.0418	0.1001	0.2328	 0.216	0.0988	0.0278	0.0018	     0	    0	    0	    0	    0	#_44        
 2013	11	3	0	0	 18	0	    0	 2e-04	 3e-04	 6e-04	0.0099	0.0258	0.0109	0.0122	0.0499	0.0418	0.1067	0.2764	 0.301	0.1201	0.0405	0.0034	 1e-04	    0	    0	    0	    0	#_45        
 2014	11	3	0	0	 22	0	4e-04	0.0035	0.0046	0.0015	0.0011	0.0048	0.0024	0.0084	0.0226	0.0718	0.1148	0.2886	0.3155	0.1311	0.0262	0.0015	0.0013	    0	    0	    0	    0	#_46        
 2015	11	3	0	0	 20	0	    0	 3e-04	0.0063	0.0041	0.0036	0.0282	0.2158	0.1453	0.0199	0.0226	0.0828	0.1637	0.1955	0.0807	0.0274	0.0028	0.0011	    0	    0	    0	    0	#_47        
 2016	11	3	0	0	 21	0	1e-04	 9e-04	0.0014	 2e-04	0.0029	0.0203	0.0312	0.0564	 0.067	0.0378	0.1026	0.2327	0.2722	 0.129	0.0384	0.0068	 1e-04	    0	    0	    0	    0	#_48        
 2017	11	3	0	0	 15	0	8e-04	0.0011	0.0014	 4e-04	0.0057	0.0187	0.0104	0.0631	0.1185	 0.044	0.0383	0.1457	0.2547	0.1938	0.0855	0.0161	0.0017	    0	    0	    0	    0	#_49        
 2018	11	3	0	0	 19	0	1e-04	0.0043	0.1647	0.1477	 9e-04	0.0105	 0.059	0.0379	0.0272	0.0532	0.0817	0.1408	0.1761	0.0714	0.0223	0.0021	 1e-04	    0	    0	    0	    0	#_50        
 2019	11	3	0	0	 20	0	6e-04	0.0039	 3e-04	0.0062	 0.318	0.3224	0.1799	0.0327	0.0032	0.0061	0.0134	0.0248	0.0476	0.0305	 0.009	0.0012	 2e-04	    0	    0	    0	    0	#_51        
 2020	11	3	0	0	 18	0	3e-04	 6e-04	 3e-04	 0.008	0.1539	0.2241	0.0599	0.1209	0.1862	0.0825	0.0299	0.0329	0.0476	0.0371	0.0141	0.0018	     0	    0	    0	    0	    0	#_52        
 2021	11	3	0	0	 18	0	    0	 1e-04	     0	0.0083	0.2445	 0.241	0.0958	0.2026	0.0875	0.0411	 0.018	0.0262	0.0219	0.0104	0.0024	 4e-04	     0	    0	    0	    0	    0	#_53        
 2022	11	3	0	0	 20	0	    0	 1e-04	 1e-04	     0	0.0032	0.0368	 0.126	0.1887	0.2736	   0.2	0.0868	0.0332	0.0261	0.0183	 0.006	 0.001	 1e-04	    0	    0	    0	    0	#_54        
-9999	 0	0	0	0	  0	0	    0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	     0	    0	    0	    0	    0	#_terminator
0 #_N_agebins
#
#_MeanSize_at_Age_obs
0 #_use_MeanSize_at_Age_obs
0 #_N_environ_variables
0 #_N_sizefreq_methods
0 #_do_tags
0 #_morphcomp_data
0 #_use_selectivity_priors
#
999
